KOD10;NEV
J9400;Chylosus folyadékgyülem
J9410;Fibrothorax
J9420;Haemothorax
J9480;Egyéb meghatározott mellüregi állapotok
J9490;Mellüregi állapot, k.m.n.
J9500;Tracheostomia malfunctio
J9510;Akut tüdőelégtelenség mellkasműtét után
J9520;Akut tüdőelégtelenség nem mellkasi műtétek után
J9530;Idült tüdőelégtelenség műtétet követően
J9540;Mendelson-syndroma
J9550;Beavatkozás utáni subglotticus stenosis
J9580;Egyéb beavatkozás utáni légzési rendellenességek
J9590;Beavatkozás utáni légzési rendellenesség, k.m.n.
J9600;Heveny légzési elégtelenség
J9610;Idült légzési elégtelenség
J9690;Légzési elégtelenség, k.m.n.
J9800;A hörgők máshova nem osztályozott betegségei
J9810;Tüdőcollapsus
J9820;Interstitialis emphysema
J9830;Compensatoricus emphysema
J9840;A tüdő egyéb rendellenességei
J9850;A mediastinum máshova nem osztályozott betegségei
J9860;A rekeszizom rendellenességei
J9880;Egyéb meghatározott légzési rendellenességek
J9890;Légzési rendellenesség, k.m.n.
J9900;Rheumatoid tüdőbetegség (M05.1+)
J9910;Légzési rendellenességek egyéb diffúz kötőszöveti rendellenességekben
J9980;Légzési rendellenességek egyéb máshova osztályozott betegségekben
K0000;Foghiány
K0010;Számfeletti fogak
K0020;A fogak nagysági és alaki rendellenességei
K0030;Foltos fogak
K0040;A fogfejlődés zavarai
K0050;A fogak örökletes szerkezeti rendellenességei m.n.o.
K0060;A fogáttörés rendellenességei
K0070;Fogzási syndroma
K0080;A fogfejlődés egyéb zavarai
K0090;Nem tipizált fogfejlődési zavar
K0100;Retineált fog
K0110;Impactált fog
K0200;A zománcra korlátozódó szuvasodás
K0210;A dentin szuvasodása
K0220;A cement szuvasodása
K0230;Gyógyult fogszuvasodás
K0240;Odontoclasia
K0280;Egyéb fogszuvasodás
K0290;Fogszuvasodás k.m.n.
K0300;Excesszív fogkopás
K0310;Fogabrasio
K0320;Fogerosio
K0330;Kóros fogresorptio
K0340;Hypercementosis
K0350;A fogak ankylosisa
K0360;Zománc-depositum
K0370;A fog kemény szöveteinek áttörés utáni elszíneződése
K0380;A fog kemény szöveteinek egyéb meghatározott betegségei
K0390;A fogak kemény szöveteinek betegsége k.m.n.
K0400;Fogbélgyulladás
K0410;Fogbélelhalás
K0420;A fogbél degenerativ elváltozásai
K0430;Kóros kemény szövet képződése a fogbélben
K0440;Heveny gyökércsúcsi periodontitis, pulpa eredetű
K0450;Periodontitis apicalis chronica
K0460;Gyökércsúcs körüli tályog, üreggel
K0470;Gyökércsúcs körüli tályog, üreg nélkül
K0480;Foggyökér-cysta
K0490;A fogbél és a periapicalis szövetek egyéb és k.m.n. betegségei
K0500;Heveny fogínygyulladás
K0510;Idült fogínygyulladás
K0520;Heveny periodontitis
K0530;Idült periodontitis
K0540;Periodontosis
K0550;Egyéb periodontalis betegségek
K0560;Periodontalis betegség k.m.n.
K0600;Fogíny-visszahúzódás
K0610;Gingiva-hyperplasia
K0620;A fogíny és a fogatlan állcsontgerinc traumás elváltozásai
K0680;A fogíny és a fogatlan állcsontgerinc egyéb meghatározott betegségei
K0690;A fogíny és a fogatlan állcsontgerinc rendellenességei k.m.n.
K0700;Az állcsontok lényegesebb nagyságbeli rendellenességei
K0710;Az állcsont és a koponyaalap viszonyának anomáliái
K0720;Harapási rendellenességek
K0730;A fogak helyzeti rendellenességei
K0740;Occlusiós zavar k.m.n.
K0750;Dentofacialis működési zavarok
K0760;A temporomandibularis izület betegségei
K0780;Egyéb dentofacialis rendellenességek
K0790;Dentofacialis rendellenesség k.m.n.
K0800;A fogak romlása szisztémás okok következtében
K0810;A fogak elvesztése baleset, foghúzás vagy periodontalis betegség miatt
K0820;A fogatlan állcsontgerinc sorvadása
K0830;Visszamaradt foggyökér
K0880;A fogak és támasztó szöveteik egyéb meghatározott rendellenességei
K0890;A fogak és támasztó szöveteik betegsége k.m.n.
K0900;Fogfejlődési zavarból származó odontogen cysták
K0910;Szájtájéki, fejlődési zavarból származó (nem-odontogen) cysták
K0920;Egyéb állcsonti cysták
K0980;Egyéb, szájtájéki cysták m.n.o.
K0990;Szájtájéki cysta k.m.n.
K1000;Az állcsontok fejlődési rendellenességei
K1010;Centrális és óriássejtes granuloma
K1020;Az állcsontok gyulladásos elváltozásai
K1030;Fogmedergyulladás
K1080;Az állcsontok egyéb meghatározott betegségei
K1090;Az állcsontok betegsége k.m.n.
K1100;Nyálmirigysorvadás
K1110;Nyálmirigytúltengés
K1120;Nyálmirigygyulladás
K1130;Nyálmirigytályog
K1140;Nyálmirigysipoly
K1150;Nyálmirigykövesség
K1160;Nyálmirigy mucocele
K1170;A nyáltermelés rendellenességei
K1180;A nyálmirigyek egyéb betegségei
K1190;A nyálmirigy nem meghatározott betegségei
K1200;Recurráló aphthák a szájban
K1210;Stomatitis egyéb formái
K1220;Cellulitis és abscessus a szájban
K1300;Az ajkak betegségei
K1310;Arc- és ajakcsípés
K1320;Leukoplakia és egyéb epithelialis rendell. a szájüregben és a nyelven
K1330;Szőrös leukoplakia
K1340;Granuloma és granuloma-szerű szájnyálkahártya elváltozások
K1350;Submucosus fibrosis a szájüregben
K1360;Irritativ hyperplasia a szájnyálkahártyán
K1370;Egyéb és k.m.n. szájnyálkahártya elváltozások
K1400;Nyelvgyulladás (glossitis)
K1410;Térképnyelv
K1420;Glossitis mediana rhomboidea
K1430;Papilla hypertrophia a nyelven
K1440;A nyelvpapillák sorvadása
K1450;Ráncos nyelv
K1460;Nyelvfájás
K1480;A nyelv egyéb megbetegedései
K1490;Nyelvbetegség k.m.n.
K20H0;Nyelőcsőgyulladás
K2100;Gastrooesophagealis reflux, oesophagitissel
K2190;Gastrooesophagealis reflux, oesophagitis nélkül
K2200;Achalasia
K2210;Nyelőcsőfekély
K2220;Nyelőcső obstructio
K2230;Nyelőcsőátfúródás
K2240;A nyelőcső dyskinesise
K2250;Nyelőcső-diverticulum, szerzett
K2260;Gastrooesophagealis laceratiós haemorrhagiás syndroma
K2280;A nyelőcső egyéb meghatározott betegségei
K2290;A nyelőcső betegsége k.m.n.
K2300;Gümőkóros nyelőcsőgyulladás (A18.8+)
K2310;Megaoesophagus Chagas-kórban (B57.3+)
K2380;Nyelőcső-rendellenességek máshova osztályozott betegségekben
K2500;Gyomorfekély heveny vérzéssel
K2510;Gyomorfekély heveny átfúródással
K2520;Gyomorfekély heveny vérzéssel és átfúródással
K2530;Gyomorfekély heveny vérzés vagy átfúródás nélkül
K2540;Gyomorfekély idült vagy k.m.n. vérzéssel
K2550;Gyomorfekély idült vagy k.m.n. átfúródással
K2560;Gyomorfekély idült vagy k.m.n. vérzéssel és átfúródással
K2570;Gyomorfekély idült vérzés vagy átfúródás nélkül
K2590;Gyomorfekély nem heveny, nem idült, vérzés vagy átfúródás nélkül
K2600;Nyombélfekély heveny vérzéssel
K2610;Nyombélfekély heveny átfúródással
K2620;Nyombélfekély heveny vérzéssel és átfúródással
K2630;Nyombélfekély heveny vérzés vagy átfúródás nélkül
K2640;Nyombélfekély idült vagy k.m.n. vérzéssel
K2650;Nyombélfekély idült vagy k.m.n. átfúródással
K2660;Nyombélfekély idült vagy k.m.n. vérzéssel és átfúródással
K2670;Nyombélfekély idült vérzés vagy átfúródás nélkül
K2690;Nyombélfekély nem heveny, nem idült, vérzés vagy átfúródás nélkül
K2700;Pepticus fekély k.m.n. helyen, heveny vérzéssel
K2710;Pepticus fekély k.m.n. helyen, heveny átfúródással
K2720;Pepticus fekély k.m.n. helyen, heveny vérzéssel és átfúródással
K2730;Pepticus fekély k.m.n. helyen, heveny vérzés vagy átfúródás nélkül
K2740;Pepticus fekély k.m.n. helyen, idült vagy k.m.n. vérzéssel
K2750;Pepticus fekély k.m.n. helyen, idült vagy k.m.n. átfúródással
K2760;Pepticus fekély k.m.n. helyen, idült - k.m.n. vérzéssel - átfúródással
K2770;Pepticus fekély k.m.n. helyen, idült vérzés vagy átfúródás nélkül
K2790;Pepticus fek. k.m.n. helyen, nem heveny-idült, vérzés-átfúródás nélkül
K2800;Gastrojejunalis fekély heveny vérzéssel
K2810;Gastrojejunalis fekély heveny átfúródással
K2820;Gastrojejunalis fekély heveny vérzéssel és átfúródással
K2830;Gastrojejunalis fekély heveny vérzés-átfúródás nélkül
K2840;Gastrojejunalis fekély idült vagy k.m.n. vérzéssel
K2850;Gastrojejunalis fekély idült vagy k.m.n. átfúródással
K2860;Gastrojejunalis fekély idült vagy k.m.n. vérzéssel-átfúródással
K2870;Gastrojejunalis fekély idült vérzés vagy átfúródás nélkül
K2890;Gastrojejunalis fekély, nem heveny, nem idült, vérzés-átfúródás nélkül
K2900;Heveny vérzéses gastritis
K2910;Egyéb heveny gastritis
K2920;Alkoholos gastritis
K2930;Idült felszínes gastritis
K2940;Idült atrophiás gastritis
K2950;Idült gastritis k.m.n.
K2960;Egyéb gastritis
K2970;Gastritis k.m.n.
K2980;Duodenitis
K2990;Gastroduodenitis k.m.n.
K30H0;Dyspepsia
K3100;Heveny gyomortágulás
K3110;Felnőttkori hypertrophiás pylorus szűkület
K3120;A gyomor homokóra-szűkülete
K3130;Pylorus spasmus, m.n.o.
K3140;Gyomordiverticulum
K3150;Nyombélszűkület
K3160;Gyomor- és nyombélsipoly
K3180;A gyomor és nyombél egyéb meghatározott betegségei
K3190;A gyomor és a nyombél betegsége k.m.n.
K3500;Heveny féregnyúlvány gyulladás, általános hashártyagyulladással
K3510;Heveny féregnyúlvány gyulladás, hasüregi tályoggal
K3590;Heveny féregnyúlvány gyulladás k.m.n.
K36H0;Egyéb féregnyúlvány gyulladás
K37H0;Appendicitis k.m.n.
K3800;Hyperplasia appendicis
K3810;Féregnyúlvány concretiók
K3820;Féregnyúlvány gurdély
K3830;Féregnyúlvány sipoly
K3880;A féregnyúlvány egyéb meghatározott betegségei
K3890;A féregnyúlvány betegsége k.m.n.
K4000;Kétoldali lágyéksérv kizáródással, üszkösödés nélkül
K4010;Kétoldali lágyéksérv üszkösödéssel
K4020;Kétoldali lágyéksérv, kizáródás vagy üszkösödés nélkül
K4030;Egyoldali vagy k.m.n. lágyéksérv, kizáródással, üszkösödés nélkül
K4040;Egyoldali vagy nem meghatározott lágyéksérv, üszkösödéssel
K4090;Egyoldali vagy k.m.n. lágyéksérv, kizáródás vagy üszkösödés nélkül
K4100;Kétoldali combsérv kizáródással, üszkösödés nélkül
K4110;Kétoldali combsérv üszkösödéssel
K4120;Kétoldali combsérv, kizáródás vagy üszkösödés nélkül
K4130;Egyoldali vagy k.m.n. combsérv kizáródással, üszkösödés nélkül
K4140;Egyoldali vagy nem meghatározott combsérv üszkösödéssel
K4190;Egyoldali vagy k.m.n. combsérv, kizáródás vagy üszkösödés nélkül
K4200;Köldöksérv kizáródással, üszkösödés nélkül
K4210;Köldöksérv üszkösödéssel
K4290;Köldöksérv, kizáródás vagy üszkösödés nélkül
K4300;Hasfali sérv kizáródással, üszkösödés nélkül
K4310;Hasfali sérv üszkösödéssel
K4390;Hasfali sérv, kizáródás vagy üszkösödés nélkül
K4400;Rekeszsérv kizáródással, üszkösödés nélkül
K4410;Rekeszsérv üszkösödéssel
K4490;Rekeszsérv, kizáródás vagy üszkösödés nélkül
K4500;Egyéb meghatározott hasi sérv kizáródással, üszkösödés nélkül
K4510;Egyéb meghatározott hasüregi sérv, üszkösödéssel
K4580;Egyéb meghatározott hasüregi sérv, kizáródás és üszkösödés nélkül
K4600;Hernia abdominalis k.m.n. kizáródással, üszkösödés nélkül
K4610;Nem meghatározott hasi sérv, üszkösödéssel
K4690;Nem meghatározott hasi sérv, kizáródás és üszkösödés nélkül
K5000;A vékonybél Crohn-betegsége
K5010;A vastagbél Crohn-betegsége
K5080;Crohn-betegség, egyéb
K5090;Crohn-betegség, k.m.n.
K5100;Enterocolitis ulcerosa (chronica)
K5110;Ileocolitis ulcerosa (chronica)
K5120;Proctitis ulcerosa (chronica)
K5130;Rectosigmoiditis ulcerosa (chronica)
K5140;Pseudopolyposis intestini crassi
K5150;Proctocolitis mucosa
K5180;Colitis ulcerosa egyéb
K5190;Colitis ulcerosa k.m.n.
K5200;Irradiatio utáni gastroenteritis és colitis
K5210;Toxikus gastroenteritis és colitis
K5220;Allergiás és nutritionalis gastroenteritis és colitis
K5280;Egyéb meghatározott nem-fertőzéses gastroenteritis és colitis
K5290;Nem fertőzéses k.m.n. gastroenteritis és colitis
K5500;A belek heveny vascularis rendellenességei
K5510;A belek idült vascularis rendellenességei
K5520;A vastagbél angiodysplasiája
K5580;A belek egyéb vascularis rendellenességei
K5590;A belek vascularis rendellenessége k.m.n.
K5600;Hűdéses bélelzáródás (ileus paralyticus)
K5610;Bélbetüremkedés
K5620;Volvulus
K5630;Epekő ileus
K5640;Egyéb bél-impactiók
K5650;Bélösszenövések [kötegek] okozta bélelzáródás
K5660;Egyéb és nem meghatározott bélelzáródás
K5670;Bélelzáródás k.m.n.
K5700;A vékonybél diverticulosisa átfúródással és tályoggal
K5710;A vékonybél diverticulosisa átfúródás vagy tályog nélkül
K5720;Vastagbél diverticulosis, átfúródással és tályoggal
K5730;Vastagbél diverticulosis, átfúródás vagy tályog nélkül
K5740;Vékony- és vastagbél diverticulosis, átfúródással és tályoggal
K5750;Vékony- és vastagbél diverticulosis átfúródás vagy tályog nélkül
K5780;A bél k.m.n. részének diverticulosisa, átfúródással és tályoggal
K5790;A bél k.m.n. részének diverticulosisa, átfúródás vagy tályog nélkül
K5800;Irritabilis bél syndroma hasmenéssel
K5890;Irritabilis bél syndroma hasmenés nélkül
K5900;Székrekedés
K5910;Funkcionális hasmenés
K5920;Neurogen bélpanaszok m.n.o.
K5930;Megacolon m.n.o.
K5940;Analis görcs
K5980;Egyéb meghatározott bélműködési rendellenességek
K5990;Bélműködési rendellenesség k.m.n.
K6000;Akut végbélnyílás fissura
K6010;Krónikus végbélnyílás fissura
K6020;Fissura ani k.m.n.
K6030;Végbélnyílás-sipoly
K6040;Végbélsipoly
K6050;Anorectalis sipoly
K6100;Végbélnyílás-tályog
K6110;Végbéltályog
K6120;Anorectalis tályog
K6130;Ischiorectalis tályog
K6140;Intrasphinctericus tályog
K6200;Analis polypus
K6210;Rectalis polypus
K6220;Prolapsus ani
K6230;Polapsus recti
K6240;Végbélnyílás- és végbélszűkület
K6250;Végbélnyílás- és végbélvérzés
K6260;Végbélnyílás- és végbélfekély
K6270;Irradiatiós proctitis
K6280;A végbélnyílás és a végbél egyéb meghatározott betegségei
K6290;Az anus és a rectum betegsége k.m.n.
K6300;Béltályog
K6310;Bélátfúródás (nem traumás)
K6320;Bélsipoly
K6330;Bélfekély
K6340;Enteroptosis
K6380;A belek egyéb meghatározott betegségei
K6390;Bélbetegség k.m.n.
K6500;Heveny hashártyagyulladás
K6580;Egyéb hashártyagyulladás
K6590;Hashártyagyulladás, k.m.n.
K6600;Hashártya-összenövések
K6610;Haemoperitoneum
K6680;A hashártya egyéb meghatározott betegségei
K6690;A hashártya betegsége, k.m.n.
K6700;Chlamydia peritonitis (A74.8+)
K6710;Gonococcus peritonitis (A54.8+)
K6720;Syphilises peritonitis (A52.7+)
K6730;Gümőkóros peritonitis (A18.3+)
K6780;A hashártya egyéb rendell. máshol oszt. fertőzéses betegségekben
K7000;Alkoholos zsírmáj
K7010;Alkoholos májgyulladás
K7020;Alkoholos májfibrosis és májsclerosis
K7030;Alkoholos májzsugorodás
K7040;Alkoholos májelégtelenség
K7090;Alkoholos májbetegség, k.m.n.
K7100;Toxikus májbetegség epepangással
K7110;Toxikus májbetegség, májelhalással
K7120;Toxikus májbetegség heveny májgyulladással
K7130;Toxikus májbetegség perzisztáló idült májgyulladással
K7140;Toxikus májbetegség krónikus lobularis hepatitissel
K7150;Toxikus májbetegség krónikus aktív hepatitissel
K7160;Toxikus májbetegség hepatitissel, m.n.o.
K7170;Toxikus májbetegség fibrosissal és cirrhosissal
K7180;Toxikus májbetegség egyéb máj-rendellenességekkel
K7190;Toxikus májbetegség, k.m.n.
K7200;Heveny és szubakut májelégtelenség
K7210;Idült májelégtelenség
K7290;Májelégtelenség, k.m.n.
K7300;Krónikus perzisztáló hepatitis, m.n.o.
K7310;Krónikus lobularis hepatitis, m.n.o.
K7320;Krónikus aktív hepatitis, m.n.o.
K7321;Lupoid hepatitis
K7329;Krónikus aktív hepatitis k.m.n
K7380;Egyéb krónikus hepatitis, m.n.o.
K7390;Krónikus hepatitis, k.m.n.
K7400;Máj-fibrosis
K7410;Máj-sclerosis
K7420;Májfibrosis sclerosissal
K7430;Primer biliaris cirrhosis
K7440;Secundaer biliaris cirrhosis
K7450;Biliaris cirrhosis, k.m.n.
K7460;Egyéb és k.m.n. májzsugorodás
K7500;Májtályog
K7510;Vena portae gyulladás
K7520;Nem specifikus reaktív májgyulladás
K7530;Granulomatosus májgyulladás, m.n.o.
K7580;Egyéb meghatározott gyulladásos májbetegségek
K7590;Gyulladásos májbetegség, k.m.n.
K7600;Zsírmáj, m.n.o.
K7610;Idült májpangás
K7620;Necrosis haemorrhagica centralis hepatis
K7630;Májinfarctus
K7640;Peliosis hepatis
K7650;Venoocclusiv májbetegség
K7660;Portalis hypertensio
K7670;Hepatorenalis syndroma
K7680;A máj egyéb meghatározott megbetegedései
K7690;Májbetegség k.m.n.
K7700;Májrendellenességek máshova oszt. fertőző és parazitás betegségekben
K7780;Májrendellenességek egyéb, máshova osztályozott betegségekben
K8000;Epehólyag-kövesség heveny epehólyag-gyulladással
K8010;Epehólyag-kövesség egyéb epehólyag-gyulladással
K8020;Epehólyag-kövesség epehólyag-gyulladás nélkül
K8030;Epeútkő epeútgyulladással
K8040;Epeútkő epehólyag-gyulladással
K8050;Epeútkő epeút- és epehólyag-gyulladás nélkül
K8080;Egyéb cholelithiasis
K8100;Heveny epehólyag-gyulladás
K8110;Idült epehólyag-gyulladás
K8180;Egyéb epehólyag-gyulladás
K8190;Epehólyag-gyulladás k.m.n.
K8200;Epehólyag-elzáródás
K8210;Hydrops vesicae felleae
K8220;Epehólyag-átfúródás
K8230;Epehólyag-sipoly
K8240;Epehólyag cholesterolosis
K8280;Egyéb meghatározott epehólyag-betegségek
K8290;Epehólyag-betegség k.m.n.
K8300;Epeútgyulladás
K8310;Epevezeték-elzáródás
K8320;Epevezeték-átfúródás
